Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Moorabbin,2/1015 Nepean Hwy,1,t,457500,S,Buxton,01-04-2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mooroolbark,5 Chaucer St,3,h,778000,S,Hoskins,01-04-2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mordialloc,2/144 Chute St,3,t,822000,S,Hodges,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,8 Rivette St,3,h,895000,S,Buxton,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,1 Winterset Cl,4,h,1300000,PI,O'Brien,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Waverley,4/1 Adrienne Cr,2,u,568888,S,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,16 Amber Gr,5,h,3105000,S,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,7 Bambra Ct,4,h,1500000,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Byrd Ct,3,t,1030000,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1/3 Elm Gr,2,u,0,S,Noel,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,3/8 Grenfell Rd,4,t,0,PI,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,4 Josephine Av,5,h,0,SP,Jellis,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,7 Larch Cr,4,h,1275000,PI,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,9 Larch Cr,3,h,1360000,S,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,19 Monomeith Cr,5,h,0,SN,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1 Seaton Ct,5,h,0,PI,Philip,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,44 Smyth St,4,h,980000,SP,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/93 Stanley Av,3,t,0,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,13 Toirram Rd,5,h,1601000,SP,Harcourts,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,8 Wadham Pde,4,h,1780000,S,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,20 Brunton Cr,3,h,630000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,2 Cooley La,4,h,925000,S,Fletchers,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,8 Dirkala Ct,3,h,868000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,4 Fiji Ct,5,h,880000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,35 Merrill St,3,h,920000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,11 Adams St,4,h,1550000,VB,Gary,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,1/11 Howe St,2,u,720000,PI,Buxton,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,1/5 Murrumbeena Rd,2,u,586500,S,Marshall,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Narre Warren,7 Feldspar Ct,3,h,551000,SP,Schroeder,01-04-2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Narre Warren,13 Greg Ct,4,h,510000,SP,Benchmark,01-04-2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,313 Douglas Pde,2,h,1032000,SP,Raine,01-04-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,18 Latrobe St,3,h,1270000,S,RT,01-04-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Noble Park,2 Parramatta Cr,4,h,710000,S,iSell,01-04-2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,18 Molesworth St,6,h,1815000,S,Woodards,01-04-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,2/150 Peel St,1,u,420000,SP,Jellis,01-04-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,268 Clarke St,2,h,1200000,PI,Nelson,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/54 Cunningham St,1,u,345000,PI,Woodards,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,57 Henry St,3,h,0,S,Collins,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,3/49 James St,3,t,1075000,SP,McGrath,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,72 Thomson St,3,h,1332000,S,Collins,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/28 Wilmoth St,1,u,0,PI,Love,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Nunawading,16 Heather Gr,3,h,685000,S,Noel,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,14 Laughlin Av,3,h,1185000,S,Barry,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,15 Suffolk St,3,h,806000,S,Philip,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,18 Kerr Av,3,h,857000,S,Eview,01-04-2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,11 Vincent St,4,h,945000,S,Barry,01-04-2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,5/28 Devon Gr,4,t,986000,S,Ray,01-04-2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh South,19 Delos St,2,h,1120000,S,Woodards,01-04-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,1/1 Wallace Av,3,u,710000,PI,Ray,01-04-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,10/30 Lillimur Rd,2,u,420000,S,Woodards,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,8/38 Lillimur Rd,2,u,490000,SP,Buxton,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,587 North Rd,3,h,0,S,Buxton,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,2/31 Wheeler St,3,t,1100000,S,hockingstuart,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Pakenham,24 Osborn Gr,3,h,378000,S,Ray,01-04-2017,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
Parkdale,5 Fourth St,3,h,1260000,S,Thomson,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,69 McSwain St,3,h,1200000,S,hockingstuart,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,9/410 Nepean Hwy,2,u,669000,S,Hodges,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkville,1/238 The Avenue,1,u,668000,S,Jellis,01-04-2017,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
Pascoe Vale,15 Alexandra St,4,h,945000,S,Brad,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,2/79 Bolingbroke St,2,t,650000,SP,Alexkarbon,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,2 Essex St,4,h,1510000,S,Peter,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,6/422 Gaffney St,2,t,522000,SP,Brad,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,3/6 Olive Gr,3,u,760000,S,Nelson,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,4 Stennis St,3,h,930000,S,Nelson,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Patterson Lakes,11/41 Gladesville Bvd,3,t,645000,S,Hodges,01-04-2017,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council
Plenty,34 McLaughlans La,4,h,0,SP,Morrison,01-04-2017,3090,Northern Victoria,777,20.1,Nillumbik Shire Council
Point Cook,52 Lancaster Dr,3,h,641000,SP,hockingstuart,01-04-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,30 Seagrass Cr,4,h,720000,VB,hockingstuart,01-04-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,115/1 Danks St W,2,u,625000,S,hockingstuart,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,196 Nott St,3,h,1400000,S,Chisholm,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,6/117 Rouse St,4,t,2090000,SP,Marshall,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,511/166 Rouse St,1,u,505000,S,Hodges,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,37 The Bend,3,h,1650000,S,Frank,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,4/10 Highbury grove,1,u,311000,S,hockingstuart,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,10 Murray St,2,h,1325000,S,hockingstuart,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,3 Newry St,3,h,0,S,Jellis,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,501/36 Porter St,2,u,940000,S,Matthew,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,2/177 Bell St,3,t,893000,S,Barry,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,8/466 Bell St,2,u,410000,VB,Nelson,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,20 Opal St,3,t,640000,VB,Nelson,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,15 Osborne Gr,3,h,1239500,S,Barry,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,4 Tyler St,2,h,530000,S,Love,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Reservoir,2 Botha Av,3,h,610000,S,Love,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2 Colthur St,2,h,710000,S,Nelson,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,43 Dawson St,3,h,0,S,Nelson,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/60 Dundee St,1,u,357500,SP,Ray,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/23 Glasgow Av,2,u,560000,S,Nelson,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/42 Harbury St,2,u,390000,SP,Ray,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,802 High St,4,h,0,S,Nelson,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,55 Hughes Pde,3,h,700000,PI,Barry,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,33 Lane Cr,2,h,846000,S,Love,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,30 Liston Av,3,h,500000,SP,Barry,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,5 McIvor St,5,h,1100000,PI,Barry,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,20A Newton St,3,h,0,SN,Ray,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/56 Orrong Av,2,t,655000,S,Nelson,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/94 Purinuan Rd,2,h,520000,S,hockingstuart,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,84 Rathcown Rd,3,h,850000,SP,RW,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/14 Sturdee St,3,t,0,PN,Barry,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,26 Whitelaw St,3,h,886500,S,Ray,01-04-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,40 Abinger St,2,h,1110000,S,Collins,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,106/1 Barnet Wy,2,u,906000,S,Jellis,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,1A Benson St,2,t,1100000,PI,Marshall,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,2/366 Church St,2,u,610000,VB,Jellis,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,4/25 Coppin St,1,u,550000,S,Jellis,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,30/81 Edinburgh St,2,u,514500,SP,hockingstuart,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,112 Richmond Tce,3,h,0,S,Jellis,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,11 Shaw St,3,h,1619000,S,Jellis,01-04-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Riddells Creek,22 Melvins Rd,3,h,410000,S,Raine,01-04-2017,3431,Northern Victoria,1475,47.4,Macedon Ranges Shire Council
Ringwood,8/307 Canterbury Rd,3,t,0,SP,Fletchers,01-04-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,3/26 Greenwood Av,2,u,0,S,Barry,01-04-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,2 Walmer St,3,h,739000,S,hockingstuart,01-04-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood East,37 Holland Rd,4,h,901000,S,Fletchers,01-04-2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood East,12 Shasta Av,3,h,700000,S,Philip,01-04-2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood North,36 Cantala Cr,3,h,805000,S,Carter,01-04-2017,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Rosanna,66 Bellevue Av,3,h,0,SP,Nelson,01-04-2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,3/5 Ruthven St,2,t,0,PI,Stockdale,01-04-2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rowville,22 Goulburn Dr,3,h,0,PN,Biggin,01-04-2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,4 Hodges Cl,4,h,0,PI,Philip,01-04-2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Rowville,7 Montague Ct,4,h,868200,S,McGrath,01-04-2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Roxburgh Park,34 Boyden Sq,3,h,0,PN,RE,01-04-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,2 Dendy Ct,4,h,462000,S,Ray,01-04-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,6 Korab Pl,4,h,448000,S,Fletchers,01-04-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,15 Reading Cl,3,h,393500,S,Raine,01-04-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,34 Spence Av,3,h,0,PI,Barry,01-04-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Sandringham,25A Collingwood St,4,h,0,SN,hockingstuart,01-04-2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Sandringham,8 Sims St,3,h,1450000,PI,Buxton,01-04-2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Sandringham,4/74 Victoria St,3,t,0,PI,Buxton,01-04-2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Scoresby,19 Pamela Ct,3,h,821000,S,Ray,01-04-2017,3179,Eastern Metropolitan,2206,22.2,Knox City Council
Seaford,3 Smale Ct,4,h,701000,S,U,01-04-2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seddon,161 Buckley St,3,h,865500,S,Village,01-04-2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Seddon,6/294 Nicholson St,2,u,362000,S,Village,01-04-2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
South Melbourne,201/28 Bank St,2,u,0,PI,Marshall,01-04-2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,48a Napier St,2,u,651000,S,Cayzer,01-04-2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,226 Gordons Rd,4,h,711000,S,Harcourts,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,10 Howatt Pl,4,h,560000,SP,Stockdale,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,1/18 Old Plenty Rd,3,t,387000,SP,Stockdale,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,5 Parlette Tce,4,h,0,SN,Harcourts,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,11 Peer St,5,h,920000,S,Iconek,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,4 Tiara Dr,4,h,706000,S,hockingstuart,01-04-2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,11 Alexandra Av,5,h,5000000,VB,RT,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,6/38 Arnold St,1,u,480000,PI,Biggin,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,801/45 Claremont St,2,u,495000,SP,hockingstuart,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,1 Copelen St,4,h,0,S,Jellis,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,14/43 Rockley Rd,2,u,705000,S,hockingstuart,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,11/12 William St,1,u,392000,S,Hodges,01-04-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Southbank,1902/63 Whiteman St,2,u,630000,SP,MICM,01-04-2017,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Spotswood,5/11 Cullen Ct,3,t,667500,SP,Compton,01-04-2017,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council
Springvale,2 Gray St,3,h,860000,S,iSell,01-04-2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
St Albans,25 Edgerunner Cct,4,h,860000,SP,FN,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,6 Foxton St,3,h,610000,PI,Westside,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,68 Perrett Av,3,h,605000,S,YPA,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,76 Stradbroke Dr,3,h,645000,SA,Sweeney,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,11 Tullaroop Ct,3,h,0,SN,Barry,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,210 William St,1,h,1100000,SP,Ray,01-04-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Kilda,407/3 Greeves St,3,u,640000,S,Gary,01-04-2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,5/48 Nelson St,1,u,0,SN,hockingstuart,01-04-2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,5/23 Neptune St,2,u,501500,S,Whiting,01-04-2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,3/7 Lloyd St,3,t,890000,S,Barry,01-04-2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,39 Willonga St,4,h,1301000,S,Brad,01-04-2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore Heights,5 Avro Ct,3,h,900000,PI,Considine,01-04-2017,3041,Western Metropolitan,389,8.2,Moonee Valley City Council
Sunshine,10 Alfred St,3,h,890000,S,Douglas,01-04-2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,131 Cornwall Rd,3,h,0,PI,hockingstuart,01-04-2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,3/1 McGrath St,2,u,430000,VB,Barry,01-04-2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,3 Neil St,3,h,1200000,SA,Sweeney,01-04-2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,110 Wright St,3,h,612000,SP,Biggin,01-04-2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,13 Balcombe St,3,h,732000,S,Barry,01-04-2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine North,9 Ryan Ct,4,h,861800,S,Douglas,01-04-2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,4A Gayle Cl,4,t,630000,SP,Bells,01-04-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,51 Warmington Rd,3,h,0,PN,Bells,01-04-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,2/5 Florence Rd,2,u,0,SN,Woodards,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,6 Meldreth St,5,h,3250000,PI,Marshall,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,11 Pembroke St,4,h,0,PI,Marshall,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,11 Shepherd St,4,h,1600000,S,Fletchers,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,3A Shepreth St,2,h,0,S,Noel,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,452 Whitehorse Rd,3,h,0,SP,Woodards,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Sydenham,14 Lorinda Cl,5,h,593000,S,Bells,01-04-2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Sydenham,28 Roadhouse Wyn,4,h,547000,S,Barry,01-04-2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Taylors Lakes,8 Madison Cl,3,h,0,SP,Brad,01-04-2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Taylors Lakes,2 Strzelecki Ct,4,h,645500,S,Barry,01-04-2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,3 Bindi Cl,5,h,1952000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,102 Dellfield Dr,3,h,1175000,S,Jellis,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,20 Hillhouse Rd,4,h,1750000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,5 Tatterson Ct,4,h,1380000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,2/61 Wood St,3,t,965000,S,ASL,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,1/15 Ashford St,4,h,1051888,SA,Fletchers,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,54 Astley St,5,h,1310000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,6 Benambra Dr,4,h,1150000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,22 Glenair St,4,h,1255000,S,Barry,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,1 Howitt Dr,5,h,1351000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,112 Pleasant Rd,3,h,1161500,SP,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Thomastown,115 Bickley Av,3,h,580000,S,Harcourts,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,1 Burwood Ct,3,h,745000,S,Barry,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,4 Cipora Pl,3,h,576000,S,Love,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,2/12 Frederick St,3,u,517000,S,Harcourts,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,16 Queenscliff Rd,3,h,525000,S,Barry,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,1/109 Flinders St,2,u,0,PI,Woodards,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,22 Mansfield St,2,h,1260000,S,Woodards,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,138A Smith St,3,h,0,S,Nelson,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,76 Woolton Av,4,h,1651118,S,Love,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,16/5 Gordon St,1,u,0,SP,hockingstuart,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,12/49 Grange Rd,2,u,580000,VB,Jellis,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,1/62 Mathoura Rd,2,u,1850000,S,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,8 Mathoura Rd,3,h,0,S,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,6/91 Mathoura Rd,3,u,855000,S,Jellis,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,5/568 Toorak Rd,3,h,1600000,PI,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Truganina,23 Kalimna Wy,3,h,0,PN,Reliance,01-04-2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Tullamarine,12 Brunton Cr,4,h,695000,S,YPA,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,29 Lackenheath Dr,3,h,560000,S,Langwell,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,2/20 Waratah Av,2,h,0,SN,Barry,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont South,1 Citron Ct,4,h,1120000,PI,Fletchers,01-04-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,641 Springvale Rd,4,h,0,PI,Ray,01-04-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
