Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Moorabbin,2 Marrbridge Rd,4,h,1188000,S,Ray,03-09-2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mooroolbark,1 Corowa Ct,4,h,0,VB,Fletchers,03-09-2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mooroolbark,2/130 Manchester Rd,3,u,0,PI,Barry,03-09-2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mordialloc,13 Montgomery St,2,h,1300000,VB,Buxton,03-09-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Waverley,12 Beverley Gr,3,h,1800000,PI,McGrath,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,18 Jeffrey St,3,h,0,SN,Biggin,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,7 Lynden Gr,4,h,1100000,VB,Tim,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,13 Montgomery Av,3,h,0,SP,Barry,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,33 Oakern St,4,h,1460000,S,Buxton,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,3 Woodstock Rd,3,h,1825000,SP,Jellis,03-09-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,3 Doull Ct,3,t,650000,S,Ray,03-09-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,63 Haverbrack Dr,4,h,1105000,S,Ray,03-09-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,20 Richmond Cct,3,h,755000,S,Ray,03-09-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,2/26 Melbourne St,2,u,515500,S,Thomson,03-09-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,10/25 Rosella St,2,u,380000,VB,Thomson,03-09-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,61 Wallace Av,2,h,1280000,S,Buxton,03-09-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Narre Warren,9 Argus Ct,4,h,761000,S,Just,03-09-2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
New Gisborne,28 Dalray Cr,4,h,690000,S,Raine,03-09-2017,3438,Northern Victoria,849,48.1,Macedon Ranges Shire Council
Newport,11 Collingwood Rd,4,h,1180000,PI,Williams,03-09-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,88 Maddox Rd,4,t,940000,SP,Greg,03-09-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,25 Mirls St,4,h,1630000,S,Williams,03-09-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,2 Woods St,4,h,0,SP,hockingstuart,03-09-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Niddrie,2/32 Carrington Rd,3,u,700000,PI,Brad,03-09-2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,40 Hotham Rd,2,h,1370000,S,Frank,03-09-2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,60 Muriel St,5,h,1215000,S,Nelson,03-09-2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,36 Shaw St,2,h,1300000,PI,Barry,03-09-2017,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
North Melbourne,181 Abbotsford St,2,h,1100000,PI,Nelson,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,2/302 Abbotsford St,2,u,0,SP,Jellis,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,511/179 Boundary Rd,2,u,390000,VB,Jellis,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,31 Cobden St,3,h,1425000,S,Nelson,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,410/64 MacAulay Rd,2,u,0,SP,Jellis,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,306/720 Queensberry St,4,u,0,VB,Jellis,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,60 Shiel St,3,h,1550000,S,Nelson,03-09-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,28 Plant St,2,h,1386000,S,Love,03-09-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,38 Whalley St,4,h,1700000,S,McGrath,03-09-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Notting Hill,80 Westerfield Dr,4,h,1254000,S,Barry,03-09-2017,3168,Southern Metropolitan,902,16.7,Monash City Council
Oak Park,1/28 Murphy St,3,t,795000,S,Eview,03-09-2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,6 Clyde St,2,h,0,S,Woodards,03-09-2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh,3 Ford Av,4,h,1150000,VB,Woodards,03-09-2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh,6 Mead Ct,3,h,0,PN,Barry,03-09-2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh South,1/5 Golf Rd,2,u,683500,S,Ray,03-09-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,10 Talbot Av,3,h,1140000,PI,Buxton,03-09-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,323 Jasper Rd,3,h,0,PI,Buxton,03-09-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,26 Thompson St,5,h,2110000,PI,Marshall,03-09-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Parkdale,16 Davey St,3,h,865000,S,Barry,03-09-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,2 Kershaw St,4,h,1320000,S,Hodges,03-09-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,2/11 Mount View Av,3,t,930000,S,hockingstuart,03-09-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,8/410 Nepean Hwy,2,u,672000,S,Hodges,03-09-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Pascoe Vale,65 Cornwall Rd,5,h,960000,VB,Nelson,03-09-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,3/43 Danin St,3,t,676000,S,Brad,03-09-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,5/14 Devon Rd,2,t,500000,VB,Nelson,03-09-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,52 Prospect St,3,h,1010000,S,Jellis,03-09-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,33 Snell Gr,4,h,1375000,VB,Nelson,03-09-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Point Cook,114 Fongeo Dr,3,h,540000,S,Barry,03-09-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,24 Hemlock Cr,4,h,0,PI,Ray,03-09-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,20 Rona Rd,4,h,599000,S,hockingstuart,03-09-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,711/101 Bay St,2,u,820000,SP,Chisholm,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,214/1 Danks St,3,u,782500,S,Home,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,222 Esplanade Pl,4,h,3775000,S,Marshall,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,302/19 Pickles St,2,u,648500,SP,Buxton,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,333 Princes St,3,h,1764000,S,Buxton,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,297 Ross St,4,h,2625000,PI,Marshall,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,701/142 Rouse St,2,u,1102000,PI,RT,03-09-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,36 Airlie Av,3,h,2325000,S,hockingstuart,03-09-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,13 Bowen St,2,h,1400000,PI,hockingstuart,03-09-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,11 George St,3,h,1420000,S,Pride,03-09-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,3/3 Rae Ct,2,u,555000,PI,hockingstuart,03-09-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,27/122 High St,2,u,417500,S,Harcourts,03-09-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,1/17 Park Av,2,h,640000,S,hockingstuart,03-09-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Princes Hill,30 Garton St,4,h,0,S,Nelson,03-09-2017,3054,Northern Metropolitan,1008,3.5,Yarra City Council
Reservoir,11 Asquith St,4,h,750000,VB,Stockdale,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,30 Black St,3,h,725000,S,Ray,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1 Cameron St,3,h,861000,S,Stockdale,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/57 Clingin St,3,t,0,VB,RW,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,39 Crevelli St,3,h,612500,S,Stockdale,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,98 Crookston Rd,3,h,906000,S,Barry,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,21 Hughes Pde,3,h,758000,S,Barry,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,13 Lucille Av,4,h,900000,PI,Ray,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,53 Mahoneys Rd,3,h,601000,S,Barry,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1 Marchant Av,2,h,880000,S,Ray,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,79 North Rd,4,h,900000,SP,RW,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,4/80 Rathcown Rd,2,u,523000,S,Nelson,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,165 Spring St,2,h,762000,S,Nelson,03-09-2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,187A Burnley St,3,h,1695000,S,Jellis,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,31 Coppin St,3,t,1480000,S,Jellis,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,3 Cutter St,3,t,1120000,PI,Jellis,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,16 Kingston St,3,h,0,S,Kay,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,168 Mary St,4,h,2368000,S,Jellis,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,2/4 Tullo Pl,2,t,1380000,S,Jellis,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,311/45 York St,2,u,575000,S,Collins,03-09-2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood,14 Bardia St,7,h,1755000,S,Philip,03-09-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,42 Kalinda Rd,4,h,926000,S,Barry,03-09-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,5 Maidstone St,3,h,1120000,S,Max,03-09-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,4/39 Thomas St,2,u,575000,S,Barry,03-09-2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood East,8 Lester Av,4,h,1165000,S,Barry,03-09-2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood North,13 Park Rd,4,h,0,SP,Noel,03-09-2017,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Ripponlea,7/98 Brighton Rd,2,u,655000,S,Gary,03-09-2017,3185,Southern Metropolitan,821,7.2,Port Phillip City Council
Rosanna,19 Crampton Cr,4,h,0,SP,Miles,03-09-2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,65 Ellesmere Pde,2,h,985000,S,Miles,03-09-2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,5/10 Maleela Gr,2,u,376000,S,Nelson,03-09-2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Roxburgh Park,4 Creswick Ct,3,h,0,SN,Raine,03-09-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,16 Sandover Dr,4,h,570000,S,Raine,03-09-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,23 Wheatley Av,3,h,515000,S,Barry,03-09-2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Sandringham,2/62 Grange Rd,4,h,1875000,S,Hodges,03-09-2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
South Melbourne,303 Park St,2,h,1137000,S,hockingstuart,03-09-2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Yarra,6 Peter St,3,t,0,SN,Kay,03-09-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,8 Phoenix St,3,h,1750000,S,hockingstuart,03-09-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,2/66 Walsh St,2,u,860000,PI,Williams,03-09-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,91 Wilson St,3,h,0,SP,Jellis,03-09-2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Spotswood,24 Mary St,3,t,1150000,SP,Sweeney,03-09-2017,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council
Springvale,15 Maple St,4,h,1080000,S,iSell,03-09-2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale South,3/2 Hosken St,3,t,0,PI,Le,03-09-2017,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
Springvale South,25C MacKay St,4,h,850000,SP,Biggin,03-09-2017,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,11 Clover Av,3,h,528000,SP,Biggin,03-09-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,8 Ipswich St,3,h,645000,S,Sweeney,03-09-2017,3021,Western Metropolitan,14042,14,Brimbank City Council
Strathmore,187 Mascoma St,3,h,1280000,PI,Considine,03-09-2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,29 Pascoe Av,2,h,0,SP,Raine,03-09-2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Sunbury,20 Brett Ct,4,h,570000,S,Barry,03-09-2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,43 Lister Cr,4,h,540000,S,YPA,03-09-2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,35 Oxley St,3,h,482000,S,Barry,03-09-2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,25 Vaughan St,3,h,662000,S,Brad,03-09-2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunshine North,42 Cary St,4,h,640000,S,YPA,03-09-2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine North,93 Cumberland St,2,h,732500,S,Douglas,03-09-2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,2/28 Armstrong St,3,u,554000,S,Sweeney,03-09-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,5 Mark St,3,h,780000,S,Douglas,03-09-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,10 Mayne St,3,h,713500,S,Douglas,03-09-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,20 McCoubrie Av,3,h,0,SN,Barry,03-09-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,16 Norris St,4,h,2170000,S,Marshall,03-09-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,8 Sherwood Rd,3,h,0,SP,Fletchers,03-09-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,4/58 Windsor Cr,2,h,800000,S,Jellis,03-09-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Tarneit,2/21 Chesterton Av,3,u,400000,SP,Barry,03-09-2017,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Taylors Lakes,6 Pukaki Ct,3,h,705000,S,Barry,03-09-2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,1 Dundee Ct,5,h,1550000,VB,Jellis,03-09-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,2/18 Sunhill Rd,4,h,965000,S,Jellis,03-09-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Thomastown,7 Heather Av,3,h,0,SP,Love,03-09-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,6 Pioneer Ct,3,h,0,PI,Ray,03-09-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,71 The Boulevard,3,h,0,PI,Ray,03-09-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,12 Harold St,3,h,1530000,S,Woodards,03-09-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,16 Lewis St,3,h,0,S,Nelson,03-09-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,316 Rossmoyne St,3,h,1375000,S,McGrath,03-09-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,19/337 Station St,3,t,900000,VB,Jellis,03-09-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,6/637 Orrong Rd,3,u,735000,S,hockingstuart,03-09-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Truganina,42 Samsara Av,4,h,0,PN,Sweeney,03-09-2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Truganina,93 Verdant Rd,4,h,595000,S,RW,03-09-2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Tullamarine,79 Churchill Av,3,h,620000,S,YPA,03-09-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,8 Dianne Dr,3,h,660000,SP,Brad,03-09-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,231 Melrose Dr,3,h,782000,S,Jason,03-09-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,5/318 Melrose Dr,3,u,533000,S,Brad,03-09-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont South,30 Wildwood Av,5,h,1203000,S,Harcourts,03-09-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,3 Winslow Gr,3,h,768000,S,Ray,03-09-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Viewbank,5/350 Lower Plenty Rd,3,u,0,VB,Nelson,03-09-2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Viewbank,19 Sherlowe Cr,3,h,1185000,S,Miles,03-09-2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Wantirna,12 Mannix Sq,6,h,0,S,Noel,03-09-2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,19 Piccadilly Av,4,h,0,SP,Barry,03-09-2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Warrandyte,21 Webb St,4,h,1420000,S,Fletchers,03-09-2017,3113,Eastern Metropolitan,2003,21.1,Manningham City Council
Watsonia,2 Black St,3,h,856000,S,Darren,03-09-2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,282 Greenwood Dr,4,h,902000,S,Ray,03-09-2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,41 Ladd St,5,h,0,S,Barry,03-09-2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,1/18 Lambourn Rd,2,u,555000,S,Barry,03-09-2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Werribee,4 Albany Ct,4,h,630000,S,hockingstuart,03-09-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,52 Parramatta Rd,4,h,490500,S,Barry,03-09-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,21 Rosella Av,3,h,430000,S,Sweeney,03-09-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,7 Thompson Ct,3,h,510000,S,McNaughton,03-09-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Footscray,37 Park Av,3,h,660000,PI,Sweeney,03-09-2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,30 Summerhill Rd,5,h,0,PI,RW,03-09-2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Melbourne,34 Miller St,3,h,1460000,S,Cayzer,03-09-2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
West Melbourne,4/593 Spencer St,2,u,705000,S,MICM,03-09-2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,8 Linga St,3,h,529500,S,YPA,03-09-2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,3/13 Riddell St,2,u,400000,SP,YPA,03-09-2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,16 Belinda Cr,4,h,1223000,S,Harcourts,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,3 Cotoneaster Ct,3,h,950000,S,Ray,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,17 Highwood Dr,5,h,1206000,S,Fletchers,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,23 Highwood Dr,3,h,1035000,S,Stockdale,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,11 Marykirk Dr,4,h,0,PI,Ray,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,6 The Woodland,4,h,1678000,S,Harcourts,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,22 Tudawali Cr,4,h,1000000,S,Barry,03-09-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,48 Smith Av,4,h,1630000,S,Williams,03-09-2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown North,15 Eliza Cl,5,h,0,PI,Cooper,03-09-2017,3016,Western Metropolitan,802,6.8,Hobsons Bay City Council
Windsor,20 Atkinson Cl,3,t,1525000,PI,Marshall,03-09-2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Wyndham Vale,21 Feathertop Dr,4,h,456000,S,Ray,03-09-2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Wyndham Vale,6 Wallaman St,3,h,525000,SP,Black,03-09-2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Yarraville,15A Avoca St,2,h,900000,VB,Village,03-09-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,19 Ballard St,5,h,1060000,PI,Sweeney,03-09-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,54 Sussex St,3,h,890000,VB,Jas,03-09-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,21 Tongue St,4,h,0,SP,Jas,03-09-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,45 Urwin St,2,h,0,S,Jas,03-09-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Abbotsford,85 Turner St,2,h,1480000,S,Biggin,03-12-2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Aberfeldie,2/2 St Kinnord St,1,u,380000,S,Nelson,03-12-2016,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Airport West,50 Bedford St,3,h,730000,VB,Nelson,03-12-2016,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Altona,59 Bracken Gr,5,h,1525000,S,Greg,03-12-2016,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Ardeer,1 Tower St,3,h,565000,S,Barry,03-12-2016,3022,Western Metropolitan,1281,12.8,Brimbank City Council
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,4/769 High St,3,t,1205000,S,Jellis,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,12 Huntingtower Rd,3,h,0,S,Jellis,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,28 Lambeth Av,3,h,2675000,S,Marshall,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,1/7 Railway Av,2,u,585000,SP,hockingstuart,03-12-2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,03-12-2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,03-12-2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,47 Union Rd,3,h,0,S,Brad,03-12-2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,03-12-2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,03-12-2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,03-12-2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashwood,12 Beechwood Tce,3,t,0,SN,Ray,03-12-2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,28 Raymond St,3,h,1250000,S,Woodards,03-12-2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Aspendale,9 Carinya Av,4,h,0,S,hockingstuart,03-12-2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,30 Gothic Rd,4,h,1230000,S,Biggin,03-12-2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Attwood,4 Davidson Ct,3,h,630000,S,Barry,03-12-2016,3049,Northern Metropolitan,1130,16.5,Hume City Council
Attwood,204 Erinbank Cr,4,h,610000,S,Nelson,03-12-2016,3049,Northern Metropolitan,1130,16.5,Hume City Council
