Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Vermont,6 Barnaby Pl,4,h,125,S,Allens,08-10-2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,24 Grey St,2,h,1115,S,Barry,08-10-2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,10 Holyrood Dr,5,h,122,S,Noel,08-10-2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,28 McClares Rd,3,h,167,S,Jellis,08-10-2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont,16 Morack Rd,3,h,831,S,Fletchers,08-10-2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Vermont South,28 Fortescue Gr,5,h,1658,S,Ray,08-10-2016,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,2 Moran Ct,4,h,116,S,McGrath,08-10-2016,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,1 Sewart Cl,4,h,,PN,Harcourts,08-10-2016,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,126 Weeden Dr,4,h,1142,S,Jellis,08-10-2016,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Wantirna,22/765 Boronia Rd,3,h,6,SP,Harcourts,08-10-2016,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna,48 Crestdale Rd,5,h,94,PI,Harcourts,08-10-2016,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,53 Freemantle Dr,5,h,,SN,Barry,08-10-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,1 Hertford Ct,4,h,15,SP,Barry,08-10-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,4 Piccadilly Av,4,h,171,S,Harcourts,08-10-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,41 Tate Av,3,h,,SN,Barry,08-10-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Watsonia,7 Marilyn Ct,4,h,,SN,Ray,08-10-2016,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,1/42 Wattle Dr,3,h,582,S,Ken,08-10-2016,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia North,7 Hakea St,3,h,,SN,Miles,08-10-2016,3087,Northern Metropolitan,1442,14.5,Banyule City Council
West Footscray,12/32 Argyle St,2,h,438,S,hockingstuart,08-10-2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,744 Barkly St,4,h,,SN,hockingstuart,08-10-2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,7 Elphinstone St,3,h,,S,Jas,08-10-2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,2/10 Hatfield Ct,2,h,36,S,Sweeney,08-10-2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Melbourne,2/212 Roden St,2,t,155,S,Jellis,08-10-2016,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,16 Arnside Cr,4,h,6,SP,Woodards,08-10-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,3 Miram Ct,3,h,355,S,Harcourts,08-10-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,7/81 Raleigh St,3,t,42,PI,Stockdale,08-10-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,9 Pontford Ct,5,h,25,SP,Buxton,08-10-2016,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,1 Timmins Ct,3,h,971,S,Barry,08-10-2016,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,17 Station Rd,4,h,185,S,Greg,08-10-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,73 Victoria St,4,h,1815,PI,Sweeney,08-10-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,17 Yarra St,3,h,147,S,Jas,08-10-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown North,4/29 Champion Rd,2,u,4,SP,Compton,08-10-2016,3016,Western Metropolitan,802,6.8,Hobsons Bay City Council
Williamstown North,37 Champion Rd,5,h,141,SP,Sweeney,08-10-2016,3016,Western Metropolitan,802,6.8,Hobsons Bay City Council
Windsor,15 Albert St,3,h,,SN,hockingstuart,08-10-2016,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,9/11 Wrexham Rd,2,u,,S,hockingstuart,08-10-2016,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Wollert,50 Northside Dr,4,h,59,SP,Ray,08-10-2016,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,1 Saidies La,4,h,435,S,Ray,08-10-2016,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Yarraville,47 Bayview Rd,5,h,1815,S,Village,08-10-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,2/8 Hughes St,2,h,63,PI,Jas,08-10-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,66 Severn St,4,h,,SP,Village,08-10-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,50 Tongue St,4,h,187,S,Sweeney,08-10-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Avondale Heights,5 River Dr,3,h,838,S,Nelson,09-06-2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Balwyn North,10 Bulleen Rd,5,h,,PI,Fletchers,09-06-2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Bentleigh East,22 Banksia St,4,h,1588,SP,C21,09-06-2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bonbeach,12 Genoa Av,4,h,115,SP,Ray,09-06-2018,3196,South-Eastern Metropolitan,2887,27,Kingston City Council
Boronia,12 Maryborough Rd,3,h,76,PI,LJ,09-06-2018,3155,Eastern Metropolitan,9704,25,Knox City Council
Brighton East,4 Tuxen Ct,4,h,,SP,Hodges,09-06-2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Broadmeadows,9 Martell St,3,h,662,S,Area,09-06-2018,3047,Northern Metropolitan,4294,14,Hume City Council
Broadmeadows,18 Osway St,2,h,579,S,YPA,09-06-2018,3047,Northern Metropolitan,4294,14,Hume City Council
Bulleen,23 Latrobe St,4,h,125,S,Barry,09-06-2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Burwood,41 Arthur St,4,h,,S,Jellis,09-06-2018,3125,Southern Metropolitan,5678,10.4,Monash City Council
Burwood,13 Beddows St,5,h,,PI,Ray,09-06-2018,3125,Southern Metropolitan,5678,10.4,Monash City Council
Burwood East,32 Crow St,4,h,116,VB,Barry,09-06-2018,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Burwood East,36 Middleborough Rd,3,h,167,S,Ray,09-06-2018,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Carrum,1/7 Joyce St,2,t,6,S,Buxton,09-06-2018,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
Carrum Downs,3 Silverbark Ct,4,h,,PI,O'Brien,09-06-2018,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council
Chadstone,2/39 Woonah St,4,t,,VB,Buxton,09-06-2018,3148,Southern Metropolitan,3582,11.7,Monash City Council
Clayton South,12 Manoon Rd,5,h,966,S,Ray,09-06-2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Coburg,39 Shackell St,3,h,137,PI,Nelson,09-06-2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,23 Ida St,2,t,52,PI,Ray,09-06-2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Craigieburn,3 Bottlebrush Rd,4,h,61,PI,Ray,09-06-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,5 Osprey Pl,4,h,643,S,Ray,09-06-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,25 Yarcombe Cr,3,h,491,S,YPA,09-06-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Croydon,2b Midhurst Rd,4,h,11,SP,McGrath,09-06-2018,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Dandenong,6/57 Clow St,2,u,31,PI,C21,09-06-2018,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong North,5 Avril St,3,h,585,S,C21,09-06-2018,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Dingley Village,14 Kubis Cr,3,h,,PI,Ray,09-06-2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Doncaster,8/751 Elgar Rd,2,t,,S,Fletchers,09-06-2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
East Melbourne,15/211 Wellington Pde S,3,u,1275,S,Caine,09-06-2018,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
Edithvale,46/61 Hughes Av,3,u,7,PI,Ray,09-06-2018,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Elsternwick,239 Kooyong Rd,3,h,195,VB,Biggin,09-06-2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Elwood,29/9 Southey St,1,u,436,S,hockingstuart,09-06-2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Epping,42 Baystone Rd,3,h,638,S,Barry,09-06-2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Epping,7 Teschke Wk,5,h,6,S,Love,09-06-2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Fairfield,2/200 Rathmines St,3,t,,VB,Jellis,09-06-2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fawkner,1/49 Major Rd,3,h,,PI,hockingstuart,09-06-2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,15 Princess St,3,h,641,S,HAR,09-06-2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Ferntree Gully,15 Agora Bvd,4,h,83,VB,Barry,09-06-2018,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Fitzroy,6/1 James St,1,u,4775,SP,Purplebricks,09-06-2018,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy North,49 Rae St,2,h,13,S,Nelson,09-06-2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Footscray,18 Cirque Dr,3,t,58,PI,Nguyen,09-06-2018,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
Forest Hill,542 Springvale Rd,3,h,,PI,Harcourts,09-06-2018,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Gladstone Park,10 Prior Av,5,h,,PI,RW,09-06-2018,3043,Western Metropolitan,3285,12.9,Hume City Council
Glen Iris,13 Denman Av,4,h,19,S,Barry,09-06-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Waverley,34 Brentwood Dr,4,h,,SN,Biggin,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,6 Chandler Rd,4,h,,VB,Jellis,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,1/8 Evelyn St,3,t,,W,Fletchers,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,4 Panoramic Gr,4,h,,SP,LLC,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,101 Springvale Rd,3,h,15,S,Barry,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,4/606 Waverley Rd,3,u,,PI,Ray,09-06-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,3/24 Grandview St,2,h,,VB,A,09-06-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Greenvale,12 Lucy Cr,4,h,667,S,Nelson,09-06-2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,4 Mietta Tce,4,h,,SP,Ray,09-06-2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,27 Millport Ri,4,h,82,S,Barry,09-06-2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Hawthorn East,5/36 Anderson Rd,3,t,,S,Marshall,09-06-2018,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Heidelberg Heights,12A Terry St,3,t,,PI,Nelson,09-06-2018,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Highett,4/42 Graham Rd,2,u,585,S,Buxton,09-06-2018,3190,Southern Metropolitan,4794,16,Bayside City Council
Hillside,13a Speargrass Dr,4,h,68,S,Barry,09-06-2018,3037,Western Metropolitan,5556,18,Brimbank City Council
Hoppers Crossing,10 Cleveland Dr,3,h,52,VB,hockingstuart,09-06-2018,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,2/8 Ella Ct,2,h,365,S,Ray,09-06-2018,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hoppers Crossing,101 Powell Dr,3,h,55,S,Wyndham,09-06-2018,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Hughesdale,9 Dallas Av,3,h,1355,S,Barry,09-06-2018,3166,Southern Metropolitan,3145,12.3,Monash City Council
Ivanhoe East,39 King St,4,h,195,VB,Nelson,09-06-2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
Keilor Downs,17 Daimler Av,3,h,66,PI,Barry,09-06-2018,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,1/53 Berembong Dr,2,u,485,S,Nelson,09-06-2018,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,15 Craig St,3,h,98,PI,Nelson,09-06-2018,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Kensington,107 Rankins Rd,3,h,11,VB,Nelson,09-06-2018,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kew,304/140 Cotham Rd,2,u,,PI,Stockdale,09-06-2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Lyndhurst,57 Lyndhurst Bvd,4,h,92,S,Area,09-06-2018,3975,South-Eastern Metropolitan,1934,33.8,Casey City Council
Maribyrnong,6/10 Newstead St,2,u,39,S,Jellis,09-06-2018,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Melton,53 Lorimer St,3,h,418,S,Ray,09-06-2018,3337,Western Victoria,3600,31.7,Melton City Council
Mentone,2/2 Levanto St,3,u,766,S,Barry,09-06-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mitcham,3/44 Heatherdale Rd,2,t,67,S,Ray,09-06-2018,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mitcham,51 Orient Av,3,h,11,SP,Barry,09-06-2018,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mooroolbark,12 Cardigan Rd,3,h,941,S,Fletchers,09-06-2018,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mooroolbark,1 Shadowplay Rd,3,h,64,S,Fletchers,09-06-2018,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mount Waverley,35 Kemp Av,3,h,161,S,C21,09-06-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,71 Lemont Av,5,h,,PI,Fletchers,09-06-2018,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,2 Hyde Ct,3,h,,SN,Ray,09-06-2018,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Niddrie,1/1 Grandview Rd,2,u,4425,S,Barry,09-06-2018,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Oak Park,108 Winifred St,3,h,8,S,Considine,09-06-2018,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,223 Huntingdale Rd,3,h,98,VB,Barry,09-06-2018,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh East,3/21 Coane St,7,t,,PI,HAR,09-06-2018,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh East,6 Lawson St,3,u,72,S,Barry,09-06-2018,3166,Southern Metropolitan,2547,12.3,Monash City Council
Oakleigh South,2/294 Warrigal Rd,3,u,78,PI,Ray,09-06-2018,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Pakenham,10 Vanessa Cct,4,h,,PN,Ray,09-06-2018,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
Plumpton,8 Sarenne Wy,3,h,615,S,YPA,09-06-2018,3335,Western Metropolitan,1490,23.8,Melton City Council
Port Melbourne,212/50 Dow St,2,u,,S,Buxton,09-06-2018,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Reservoir,5/5 Box St,2,u,,PI,Love,09-06-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2 Hillcroft St,3,h,7,PI,Barry,09-06-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,4/1 Mahoneys Rd,1,u,291,S,Ray,09-06-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/39 Purinuan Rd,2,t,4925,S,Ray,09-06-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,56 Rathcown Rd,3,h,6,S,Ray,09-06-2018,3073,Northern Metropolitan,21650,12,Darebin City Council
Ringwood East,2/13 Rosedale Cr,3,u,72,S,Ray,09-06-2018,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Seaholme,13 Central Av,3,h,85,SP,Williams,09-06-2018,3018,Western Metropolitan,852,11,Hobsons Bay City Council
Skye,9 Stud Ct,5,h,,W,Barry,09-06-2018,3977,South-Eastern Metropolitan,2756,34.7,Frankston City Council
South Morang,1 Glory St,3,h,634,S,HAR,09-06-2018,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,8 Law Ct,3,h,,SP,Barry,09-06-2018,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,19 Tiffany Gr,3,h,565,S,Stockdale,09-06-2018,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
Southbank,21/100 Kavanagh St,2,u,4515,SP,MICM,09-06-2018,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Springvale South,22 Hume Rd,3,h,,SN,Just,09-06-2018,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,32A Arthur St,4,h,,SP,Create,09-06-2018,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,5 Brimbank Bvd,4,h,97,S,Sweeney,09-06-2018,3021,Western Metropolitan,14042,14,Brimbank City Council
Strathmore,164 Mascoma St,3,h,124,SP,Considine,09-06-2018,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Sunshine West,28 Cawood Dr,3,h,576,S,Sweeney,09-06-2018,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,1E Corella Rd,3,h,66,PI,Douglas,09-06-2018,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,7 Joan St,6,h,97,S,Sweeney,09-06-2018,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Taylors Hill,15 Exhibition Pde,3,h,814,SP,YPA,09-06-2018,3037,Western Metropolitan,4242,18,Melton City Council
Tecoma,2/1522 Burwood Hwy,3,h,75,SA,Fletchers,09-06-2018,3160,Eastern Victoria,869,30.4,Yarra Ranges Shire Council
Templestowe,45A Atkinson St,5,h,,PI,Barry,09-06-2018,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,79 Hodgson St,5,h,,PI,Barry,09-06-2018,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Vermont South,3/635 Burwood Hwy,3,t,672,S,iTRAK,09-06-2018,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Wantirna South,62 Bloom Av,4,h,19,SP,Barry,09-06-2018,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,12 Topaz Ct,5,h,,SP,Barry,09-06-2018,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Werribee,13 Tiber Cl,3,h,445,S,Barry,09-06-2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,23 Whitehall Cr,3,h,49,S,Barry,09-06-2018,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Wheelers Hill,17 Blackwood Dr,4,h,176,S,Ray,09-06-2018,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,28 Ninevah Cr,4,h,89,S,Ray,09-06-2018,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,46 Bayview St,4,h,2,S,Williams,09-06-2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,6a Clough St,3,h,,W,Gunn&Co,09-06-2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,4 Stanley St,3,h,262,S,Williams,09-06-2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,7 Steampacket La,2,h,8125,SP,Williams,09-06-2018,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Wyndham Vale,8 Byron Ct,3,h,53,VB,Barry,09-06-2018,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Aberfeldie,1A Aberfeldie St,3,h,1195,S,Nelson,09-09-2017,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Airport West,34 Green St,3,h,11,S,Nelson,09-09-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Airport West,78 Hawker St,3,h,164,S,Barry,09-09-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Albanvale,13 Isabella Ct,3,h,54,PI,YPA,09-09-2017,3021,Western Metropolitan,1899,14,Brimbank City Council
Albert Park,8 Graham St,4,h,272,S,Greg,09-09-2017,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albert Park,13/370 Montague St,2,t,144,S,Cayzer,09-09-2017,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albion,1/2 Dubbo St,3,u,675,S,Sweeney,09-09-2017,3020,Western Metropolitan,2185,10.5,Brimbank City Council
Alphington,77A Fulham Rd,3,h,117,S,Jellis,09-09-2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Alphington,4/148 Grange Rd,2,t,,S,Barry,09-09-2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Altona,1 Greeney St,3,h,,VB,hockingstuart,09-09-2017,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona,7/35 Grieve Pde,2,u,458,SP,hockingstuart,09-09-2017,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona Meadows,12 Birkett Ct,3,h,,SN,Barry,09-09-2017,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council
Altona Meadows,19 Hibiscus Ct,4,h,,SN,Barry,09-09-2017,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council
Altona North,65 Fourth Av,3,h,,SP,hockingstuart,09-09-2017,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Armadale,27 Cambridge St,3,h,,SA,Jellis,09-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,18 Ascot St,3,h,87,PI,Nelson,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,1/37 Ascot Vale Rd,3,u,87,SP,Jellis,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,2 Holdsworth St,2,h,,SN,Holland,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,175 Kent St,2,h,,PI,Alexkarbon,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,7B Langs Rd,4,t,85,PI,Woodards,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,7/23 Maribyrnong Rd,1,u,3555,S,Brad,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,27 Mascoma St,5,h,185,VB,Nelson,09-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,21 Ambon St,4,h,155,S,Jellis,09-09-2017,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,26 Munro Av,4,h,,SP,Marshall,09-09-2017,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashwood,1/5 Arilpa Ct,4,t,12,S,Buxton,09-09-2017,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,3 Condah Ct,3,h,12,SP,Tim,09-09-2017,3147,Southern Metropolitan,2894,10.2,Monash City Council
Aspendale,13 Bowman St,5,h,,SN,Barry,09-09-2017,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,13/200 Nepean Hwy,3,t,,SN,Barry,09-09-2017,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,58 Station St,3,h,78,PI,Ray,09-09-2017,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale Gardens,13 Bianca Dr,3,h,88,SP,Ray,09-09-2017,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council
Aspendale Gardens,11 Errol Cl,4,h,83,SP,Ray,09-09-2017,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council
Attwood,2 Herod Pl,3,h,64,SP,YPA,09-09-2017,3049,Northern Metropolitan,1130,16.5,Hume City Council
Balaclava,9/84 Westbury St,2,u,,SN,Edward,09-09-2017,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council
Balwyn,4/95 Balwyn Rd,2,u,15,S,Jellis,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,7/1 Bevan St,2,u,59,S,Noel,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,31 Fitzgerald St,4,h,225,VB,Marshall,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,2/2 Percy St,3,u,1455,PI,Jellis,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,7 Relowe Cr,5,h,275,VB,hockingstuart,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,7A Relowe Cr,5,h,2936,PI,hockingstuart,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,11 Westminster St,4,h,,SN,Kay,09-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,286 Balwyn Rd,4,h,195,S,Fletchers,09-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,223 Doncaster Rd,4,h,179,S,Marshall,09-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,38 Kyora Pde,4,h,,PI,Sotheby's,09-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2 Lynne Ct,4,h,2,VB,Jellis,09-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,5 Rookwood St,5,h,,S,Noel,09-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Bayswater North,8 Kite Av,4,h,9,S,One,09-09-2017,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council
Beaumaris,2/30 Glenwood Av,2,h,885,S,Hodges,09-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,60 Haydens Rd,3,h,,VB,Buxton,09-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,4 High St,3,h,175,SP,Buxton,09-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,7 McNamara St,3,h,1354,S,Ray,09-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
